title,start_time,end_time,description,exercise_title,superset_id,exercise_notes,set_index,set_type,weight_kg,weight_lbs,reps,distance_km,distance_miles,duration_seconds,rpe
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Leg Press,,,1,normal,147.50,325.18,13,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Leg Press,,,2,normal,147.50,325.18,11,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Leg Curl (Lying),,,0,normal,30.00,66.14,12,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Leg Curl (Lying),,,1,normal,27.50,60.63,10,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Leg Curl (Lying),,,2,normal,30.00,66.14,13,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Calf Raise (Standing),,,0,normal,67.50,148.81,15,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Calf Raise (Standing),,,1,normal,67.50,148.81,17,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Calf Raise (Standing),,,2,normal,67.50,148.81,16,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Plank,,,0,normal,,,3,,,,
Leg Day,"01 May 2026, 18:14","01 May 2026, 19:42",,Plank,,,1,normal,,,3,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Bench Press (Barbell),,,0,warmup,37.50,82.67,8,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Bench Press (Barbell),,,1,normal,80.00,176.37,8,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Bench Press (Barbell),,,2,normal,82.50,181.88,10,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Bench Press (Barbell),,,3,normal,82.50,181.88,8,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Overhead Press (Barbell),,,0,warmup,25.00,55.12,5,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Overhead Press (Barbell),,,1,normal,47.50,104.72,4,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Overhead Press (Barbell),,,2,normal,47.50,104.72,8,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Overhead Press (Barbell),,,3,normal,47.50,104.72,4,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Incline Bench Press (Dumbbell),,,0,normal,27.50,60.63,10,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Incline Bench Press (Dumbbell),,,1,normal,27.50,60.63,9,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Incline Bench Press (Dumbbell),,,2,normal,27.50,60.63,9,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Lateral Raise (Dumbbell),,,0,normal,10.00,22.05,10,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Lateral Raise (Dumbbell),,,1,normal,12.50,27.56,11,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Lateral Raise (Dumbbell),,,2,normal,12.50,27.56,12,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Triceps Pushdown,,,0,normal,30.00,66.14,11,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Triceps Pushdown,,,1,normal,30.00,66.14,11,,,,
Push Day,"06 May 2026, 08:00","06 May 2026, 08:59",,Triceps Pushdown,,,2,normal,30.00,66.14,11,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Deadlift (Barbell),,,0,warmup,60.00,132.28,9,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Deadlift (Barbell),,,1,warmup,60.00,132.28,6,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Deadlift (Barbell),,,2,normal,132.50,292.11,3,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Deadlift (Barbell),,,3,normal,132.50,292.11,6,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Deadlift (Barbell),,,4,normal,132.50,292.11,7,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Lat Pulldown (Cable),,,0,normal,72.50,159.83,11,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Lat Pulldown (Cable),,,1,normal,72.50,159.83,12,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Lat Pulldown (Cable),,,2,normal,72.50,159.83,12,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Lat Pulldown (Cable),,,3,normal,72.50,159.83,10,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Bent Over Row (Barbell),,,0,normal,57.50,126.77,6,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Bent Over Row (Barbell),,,1,normal,57.50,126.77,8,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Bent Over Row (Barbell),,,2,normal,57.50,126.77,10,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Pull Up,,,0,normal,,,7,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Pull Up,,,1,normal,,,9,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Pull Up,,,2,normal,,,11,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Bicep Curl (Dumbbell),,,0,normal,12.50,27.56,11,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Bicep Curl (Dumbbell),,,1,normal,15.00,33.07,8,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Bicep Curl (Dumbbell),,,2,normal,15.00,33.07,10,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Face Pull (Cable),,,0,normal,15.00,33.07,13,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Face Pull (Cable),,,1,normal,17.50,38.58,17,,,,
Pull Day,"07 May 2026, 07:07","07 May 2026, 08:06",,Face Pull (Cable),,,2,normal,17.50,38.58,17,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Squat (Barbell),,,0,warmup,50.00,110.23,9,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Squat (Barbell),,,1,warmup,50.00,110.23,10,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Squat (Barbell),,,2,normal,107.50,237.00,7,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Squat (Barbell),,,3,normal,107.50,237.00,8,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Squat (Barbell),,,4,normal,107.50,237.00,6,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Romanian Deadlift (Barbell),,,0,normal,85.00,187.39,10,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Romanian Deadlift (Barbell),,,1,normal,85.00,187.39,6,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Romanian Deadlift (Barbell),,,2,normal,85.00,187.39,8,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Leg Press,,,0,normal,150.00,330.69,10,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Leg Press,,,1,normal,150.00,330.69,11,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Leg Press,,,2,normal,147.50,325.18,13,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Leg Curl (Lying),,,0,normal,30.00,66.14,14,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Leg Curl (Lying),,,1,normal,30.00,66.14,11,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Leg Curl (Lying),,,2,normal,30.00,66.14,12,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Calf Raise (Standing),,,0,normal,67.50,148.81,15,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Calf Raise (Standing),,,1,normal,67.50,148.81,13,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Calf Raise (Standing),,,2,normal,67.50,148.81,15,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Plank,,,0,normal,,,3,,,,
Leg Day,"08 May 2026, 18:02","08 May 2026, 19:29",,Plank,,,1,normal,,,3,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Bench Press (Barbell),,,0,warmup,37.50,82.67,5,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Bench Press (Barbell),,,1,normal,82.50,181.88,9,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Bench Press (Barbell),,,2,normal,82.50,181.88,10,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Bench Press (Barbell),,,3,normal,82.50,181.88,8,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Overhead Press (Barbell),,,0,warmup,25.00,55.12,5,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Overhead Press (Barbell),,,1,normal,47.50,104.72,5,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Overhead Press (Barbell),,,2,normal,47.50,104.72,6,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Overhead Press (Barbell),,,3,normal,47.50,104.72,7,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Incline Bench Press (Dumbbell),,,0,normal,25.00,55.12,8,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Incline Bench Press (Dumbbell),,,1,normal,27.50,60.63,11,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Incline Bench Press (Dumbbell),,,2,normal,27.50,60.63,10,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Lateral Raise (Dumbbell),,,0,normal,12.50,27.56,14,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Lateral Raise (Dumbbell),,,1,normal,10.00,22.05,13,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Lateral Raise (Dumbbell),,,2,normal,12.50,27.56,10,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Triceps Pushdown,,,0,normal,30.00,66.14,11,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Triceps Pushdown,,,1,normal,30.00,66.14,12,,,,
Push Day,"10 May 2026, 08:17","10 May 2026, 09:20",,Triceps Pushdown,,,2,normal,30.00,66.14,13,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Deadlift (Barbell),,,0,warmup,60.00,132.28,6,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Deadlift (Barbell),,,1,warmup,60.00,132.28,6,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Deadlift (Barbell),,,2,normal,135.00,297.62,4,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Deadlift (Barbell),,,3,normal,132.50,292.11,3,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Deadlift (Barbell),,,4,normal,135.00,297.62,7,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Lat Pulldown (Cable),,,0,normal,72.50,159.83,12,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Lat Pulldown (Cable),,,1,normal,70.00,154.32,10,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Lat Pulldown (Cable),,,2,normal,72.50,159.83,12,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Lat Pulldown (Cable),,,3,normal,70.00,154.32,11,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Bent Over Row (Barbell),,,0,normal,57.50,126.77,7,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Bent Over Row (Barbell),,,1,normal,57.50,126.77,10,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Bent Over Row (Barbell),,,2,normal,57.50,126.77,7,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Pull Up,,,0,normal,,,11,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Pull Up,,,1,normal,,,8,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Pull Up,,,2,normal,,,11,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Bicep Curl (Dumbbell),,,0,normal,15.00,33.07,9,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Bicep Curl (Dumbbell),,,1,normal,15.00,33.07,12,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Bicep Curl (Dumbbell),,,2,normal,15.00,33.07,11,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Face Pull (Cable),,,0,normal,17.50,38.58,14,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Face Pull (Cable),,,1,normal,17.50,38.58,16,,,,
Pull Day,"11 May 2026, 19:07","11 May 2026, 20:32",,Face Pull (Cable),,,2,normal,17.50,38.58,14,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Squat (Barbell),,,0,warmup,50.00,110.23,7,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Squat (Barbell),,,1,warmup,50.00,110.23,10,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Squat (Barbell),,,2,normal,107.50,237.00,7,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Squat (Barbell),,,3,normal,107.50,237.00,6,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Squat (Barbell),,,4,normal,107.50,237.00,8,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Romanian Deadlift (Barbell),,,0,normal,85.00,187.39,7,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Romanian Deadlift (Barbell),,,1,normal,85.00,187.39,10,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Romanian Deadlift (Barbell),,,2,normal,82.50,181.88,8,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Leg Press,,,0,normal,147.50,325.18,13,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Leg Press,,,1,normal,150.00,330.69,14,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Leg Press,,,2,normal,150.00,330.69,14,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Leg Curl (Lying),,,0,normal,30.00,66.14,12,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Leg Curl (Lying),,,1,normal,27.50,60.63,11,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Leg Curl (Lying),,,2,normal,30.00,66.14,14,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Calf Raise (Standing),,,0,normal,65.00,143.30,16,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Calf Raise (Standing),,,1,normal,65.00,143.30,14,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Calf Raise (Standing),,,2,normal,67.50,148.81,15,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Plank,,,0,normal,,,3,,,,
Leg Day,"12 May 2026, 08:03","12 May 2026, 09:04",,Plank,,,1,normal,,,5,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Bench Press (Barbell),,,0,warmup,37.50,82.67,5,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Bench Press (Barbell),,,1,normal,82.50,181.88,8,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Bench Press (Barbell),,,2,normal,82.50,181.88,6,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Bench Press (Barbell),,,3,normal,82.50,181.88,6,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Overhead Press (Barbell),,,0,warmup,25.00,55.12,7,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Overhead Press (Barbell),,,1,normal,47.50,104.72,6,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Overhead Press (Barbell),,,2,normal,47.50,104.72,5,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Overhead Press (Barbell),,,3,normal,45.00,99.21,7,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Incline Bench Press (Dumbbell),,,0,normal,27.50,60.63,9,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Incline Bench Press (Dumbbell),,,1,normal,27.50,60.63,11,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Incline Bench Press (Dumbbell),,,2,normal,27.50,60.63,8,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Lateral Raise (Dumbbell),,,0,normal,12.50,27.56,10,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Lateral Raise (Dumbbell),,,1,normal,12.50,27.56,11,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Lateral Raise (Dumbbell),,,2,normal,12.50,27.56,14,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Triceps Pushdown,,,0,normal,30.00,66.14,10,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Triceps Pushdown,,,1,normal,30.00,66.14,11,,,,
Push Day,"13 May 2026, 18:13","13 May 2026, 19:34",,Triceps Pushdown,,,2,normal,30.00,66.14,10,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Deadlift (Barbell),,,0,warmup,60.00,132.28,6,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Deadlift (Barbell),,,1,warmup,60.00,132.28,8,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Deadlift (Barbell),,,2,normal,135.00,297.62,7,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Deadlift (Barbell),,,3,normal,135.00,297.62,3,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Deadlift (Barbell),,,4,normal,135.00,297.62,6,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Lat Pulldown (Cable),,,0,normal,72.50,159.83,8,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Lat Pulldown (Cable),,,1,normal,72.50,159.83,12,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Lat Pulldown (Cable),,,2,normal,72.50,159.83,9,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Lat Pulldown (Cable),,,3,normal,72.50,159.83,8,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Bent Over Row (Barbell),,,0,normal,57.50,126.77,7,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Bent Over Row (Barbell),,,1,normal,57.50,126.77,7,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Bent Over Row (Barbell),,,2,normal,57.50,126.77,6,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Pull Up,,,0,normal,,,12,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Pull Up,,,1,normal,,,10,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Pull Up,,,2,normal,,,8,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Bicep Curl (Dumbbell),,,0,normal,15.00,33.07,12,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Bicep Curl (Dumbbell),,,1,normal,15.00,33.07,12,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Bicep Curl (Dumbbell),,,2,normal,15.00,33.07,11,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Face Pull (Cable),,,0,normal,20.00,44.09,13,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Face Pull (Cable),,,1,normal,20.00,44.09,15,,,,
Pull Day,"15 May 2026, 07:01","15 May 2026, 08:21",,Face Pull (Cable),,,2,normal,20.00,44.09,13,,,,
